Hora;Temperatura do Tanque AQ;Temperatura de entrada AQ;Temperatura de saida AQ;Temperatura de entrada AF;Temperatura de saida AF;Vazao AQ;Vazao AF;Pressao AQ;Pressao AF;Aquecedor;Bomba AF;BombaAQ
16:53:52.3;69,3;59,44;47,07;32,97;34,22;41,37;51,38;73,32;73,32;0;100;True
16:53:53.3;69,31;62,2;44,45;32,97;36,16;45,37;50,01;73,32;73,32;0;100;True
16:53:54.3;69,31;64,32;45,52;32,97;39,24;45,8;50,31;73,32;73,32;0;100;True
16:53:55.3;69,32;65,7;47,24;32,97;42,05;45,94;51,07;73,32;73,32;0;100;True
16:53:56.3;69,35;66,69;48,61;32,97;44,17;47,65;50,31;73,32;73,32;0;100;True
16:53:57.3;69,39;67,34;49,59;32,97;45,91;46,79;50,01;73,32;73,32;0;100;True
16:53:58.3;69,39;67,34;49,59;32,97;45,91;45,65;51,83;73,32;73,32;0;100;True
16:53:59.3;69,32;67,67;50,35;32,97;47,33;49,51;49,4;73,32;73,32;0;100;True
16:54:00.3;68,84;67,7;51,03;32,97;48,74;46,51;48,94;73,32;73,32;0;100;True
16:54:01.3;68,32;67,56;51,14;32,97;49,14;48,51;50,01;73,32;73,32;0;100;True
16:54:02.4;67,9;67,28;51,16;32,97;49,38;45,65;49,1;73,32;73,32;0;100;True
16:54:03.4;67,63;67,01;51,12;32,97;49,51;48,93;48,79;73,32;73,32;0;100;True
16:54:04.4;67,44;66,88;51;32,97;49,54;47,08;47,88;73,32;73,32;0;100;True
16:54:05.4;67,27;66,85;50,88;32,97;49,54;47,08;51,38;73,32;73,32;0;100;True
16:54:06.4;67,17;66,87;50,81;32,97;49,53;49,22;50,31;73,32;73,32;0;100;True
16:54:07.4;67,13;66,91;50,79;32,96;49,55;46,79;49,25;73,32;73,32;0;100;True
16:54:08.4;67,13;66,95;50,8;32,96;49,59;47,94;51,83;73,32;73,32;0;100;True
16:54:09.4;67,11;66,94;50,82;32,96;49,63;47,79;48,64;73,32;73,32;0;100;True
16:54:10.4;67,07;66,91;50,85;32,96;49,66;46,51;49,25;73,32;73,32;0;100;True
16:54:11.4;67;66,86;50,85;32,96;49,68;48,22;51,38;73,32;73,32;0;100;True
16:54:12.5;66,93;66,77;50,84;32,96;49,69;47,65;50,01;73,32;73,32;0;100;True
16:54:13.6;66,84;66,67;50,82;32,96;49,68;48,36;51,68;73,32;73,32;0;100;True
16:54:14.6;66,75;66,6;50,78;32,96;49,66;49,08;49,86;73,32;73,32;0;100;True
16:54:15.7;66,66;66,5;50,73;32,96;49,63;48,08;49,7;73,32;73,32;0;100;True
16:54:16.7;66,5;66,37;50,69;32,96;49,6;45,37;51,68;73,32;73,32;0;100;True
16:54:17.8;66,36;66,24;50,65;32,96;49,57;46,22;49,55;73,32;73,32;0;100;True
16:54:18.8;66,24;66,07;50,59;32,96;49,52;47,94;53,2;73,32;73,32;0;100;True
16:54:19.9;66,1;65,89;50,53;32,96;49,48;44,65;46,21;73,32;73,32;0;100;True
16:54:20.9;65,9;65,71;50,45;32,96;49,41;47,22;50,62;73,32;73,32;0;100;True
16:54:22.0;65,75;65,54;50,36;32,96;49,34;47,37;50,77;73,32;73,32;0;100;True
16:54:23.0;65,65;65,39;50,26;32,96;49,25;50,93;52,14;73,32;73,32;0;100;True
16:54:24.1;65,56;65,23;50,17;32,96;49,18;47,22;49,86;73,32;73,32;0;100;True
16:54:25.1;65,47;65,1;50,09;32,96;49,11;46,22;51,83;73,32;73,32;0;100;True
16:54:26.2;65,39;65;50,01;32,96;49,03;47,51;50,92;73,32;73,32;0;100;True
16:54:27.2;65,29;64,92;49,94;32,96;48,97;47,22;48,34;73,32;73,32;0;100;True
16:54:28.3;65,2;64,83;49,89;32,96;48,93;46,51;52,14;73,32;73,32;0;100;True
16:54:29.3;65,12;64,75;49,84;32,96;48,88;45,8;50,62;73,32;73,32;0;100;True
16:54:36.3;65;64,65;49,79;32,96;48,84;46,94;50,46;73,32;73,32;0;100;True
16:54:37.3;64,81;64,55;49,75;32,96;48,8;46,94;49,7;73,32;73,32;0;100;True
16:54:38.3;64,58;64,42;49,7;32,96;48,75;48,65;49,86;73,32;73,32;0;100;True
