17/02/2025;;;;;;;;;;;;
Hora;Temperatura do Tanque AQ;Temperatura de entrada AQ;Temperatura de saida AQ;Temperatura de entrada AF;Temperatura de saida AF;Vazao AQ;Vazao AF;Pressao AQ;Pressao AF;Aquecedor;Bomba AF;BombaAQ
17:02:49.4;62,03;58,21;49,57;32,79;34,96;46,37;44,99;73,32;73,32;100;100;True
17:02:50.4;62,05;59,11;51,2;32,79;35,57;46,51;44,54;73,32;73,32;100;100;True
17:02:51.5;62,07;59,73;52,51;32,79;36,09;45,65;44,69;73,32;73,32;100;100;True
17:02:52.4;62,09;60,24;53,41;32,79;36,5;46,94;45,9;73,32;73,32;100;100;True
17:02:53.4;62,09;60,64;54,12;32,79;36,85;46,22;44,99;73,32;73,32;100;100;True
17:02:54.4;62,06;60,93;54,61;32,79;37,09;44,51;44,84;73,32;73,32;100;100;True
17:02:55.5;62,03;61,15;55;32,79;37,28;45,94;48,64;73,32;73,32;100;100;True
17:02:56.6;62,06;61,37;55,32;32,79;37,42;45,37;46,97;73,32;73,32;100;100;True
17:02:57.6;62,23;61,65;55,56;32,79;37,54;49,08;46,97;73,32;73,32;100;100;True
17:02:58.7;62,3;61,88;55,79;32,79;37,63;47,51;47,73;73,32;73,32;100;100;True
17:02:59.7;62,33;62,05;56,05;32,79;37,71;48,22;47,58;73,32;73,32;100;100;True
17:03:00.8;62,34;62,17;56,26;32,79;37,78;47,08;47,42;73,32;73,32;100;100;True
17:03:01.8;62,35;62,27;56,43;32,79;37,84;48,51;47,88;73,32;73,32;100;100;True
17:03:02.9;62,36;62,36;56,56;32,8;37,89;50,22;47,73;73,32;73,32;100;100;True
17:03:03.9;62,38;62,45;56,67;32,79;37,94;47,79;47,58;73,32;73,32;100;100;True
17:03:05.0;62,39;62,51;56,77;32,79;37,98;47,51;48,34;73,32;73,32;100;100;True
17:03:06.0;62,41;62,55;56,86;32,79;38,01;47,37;48,49;73,32;73,32;100;100;True
17:03:07.1;62,41;62,55;56,86;32,79;38,01;48,51;48,49;73,32;73,32;100;100;True
17:03:08.1;62,46;62,58;56,94;32,79;38,04;48,36;47,58;73,32;73,32;100;100;True
17:03:09.2;62,54;62,68;57,01;32,8;38,07;48,51;49,55;73,32;73,32;100;100;True
17:03:10.2;62,6;62,79;57,06;32,8;38,09;47,08;48,18;73,32;73,32;100;100;True
17:03:11.3;62,67;62,89;57,14;32,8;38,1;47,94;48,94;73,32;73,32;100;100;True
17:03:12.3;62,75;62,94;57,25;32,8;38,13;48,51;49,55;73,32;73,32;100;100;True
17:03:13.4;62,81;62,97;57,33;32,8;38,15;47,65;47,27;73,32;73,32;100;100;True
17:03:14.4;62,84;62,98;57,39;32,81;38,17;48,51;50,16;73,32;73,32;100;100;True
17:03:15.5;62,88;62,94;57,43;32,81;38,19;48,22;49,1;73,32;73,32;100;100;True
17:03:16.5;62,87;62,9;57,44;32,81;38,2;49,51;46,97;73,32;73,32;100;100;True
17:03:17.6;62,8;62,89;57,42;32,81;38,21;47,37;48,94;73,32;73,32;100;100;True
17:03:18.6;62,72;62,89;57,4;32,81;38,22;49,08;46,82;73,32;73,32;100;100;True
17:03:19.7;62,72;62,9;57,4;32,81;38,22;48,22;49,4;73,32;73,32;100;100;True
17:03:20.7;62,79;62,91;57,41;32,81;38,22;47,65;47,73;73,32;73,32;100;100;True
17:03:21.8;62,84;62,95;57,42;32,8;38,23;47,79;50,31;73,32;73,32;100;100;True
17:03:22.8;62,83;63,01;57,43;32,81;38,23;49,93;46,21;73,32;73,32;100;100;True
17:03:23.9;62,81;63,05;57,48;32,8;38,24;46,94;45,3;73,32;73,32;100;100;True
17:03:24.9;62,84;63,06;57,53;32,8;38,25;47,37;47,27;73,32;73,32;100;100;True
17:03:26.0;62,91;63,03;57,57;32,8;38,26;48,08;47,42;73,32;73,32;100;100;True
17:03:27.0;62,99;62,99;57,58;32,8;38,27;47,22;48,79;73,32;73,32;100;100;True
17:03:28.1;62,96;62,97;57,57;32,8;38,28;47,22;49,4;73,32;73,32;100;100;True
17:03:29.1;62,88;62,97;57,54;32,8;38,28;48,65;45,9;73,32;73,32;100;100;True
