11/04/2025;;;;;;;;;;;;
Hora;Temperatura do Tanque AQ;Temperatura de entrada AQ;Temperatura de saida AQ;Temperatura de entrada AF;Temperatura de saida AF;Vazao AQ;Vazao AF;Pressao AQ;Pressao AF;Aquecedor;Bomba AF;BombaAQ
14:54:10.7;66,42;60,21;48,81;31,92;33,93;46,65;50,46;73,32;73,32;0;100;True
14:54:11.7;66,46;61,96;46,83;31,92;36,6;47,51;54,72;73,32;73,32;0;100;True
14:54:12.8;66,5;63,3;47,24;31,92;39,25;45,08;51,53;73,32;73,32;0;100;True
14:54:13.8;66,56;64,18;47,95;31,92;41,61;47,94;44,54;73,32;73,32;0;100;True
14:54:14.9;66,62;64,81;48,57;31,92;43,39;47,94;53,81;73,32;73,32;0;100;True
14:54:15.9;66,65;65,23;49,04;31,91;44,68;47,22;50,62;73,32;73,32;0;100;True
14:54:17.0;66,63;65,52;49,39;31,91;45,7;43,37;53,2;73,32;73,32;0;100;True
14:54:18.0;66,55;65,71;49,63;31,91;46,42;48,51;47,58;73,32;73,32;0;100;True
14:54:19.1;66,48;65,8;49,79;31,91;46,93;44,51;50,92;73,32;73,32;0;100;True
14:54:20.1;66,4;65,83;49,89;31,91;47,33;47,37;49,55;73,32;73,32;0;100;True
14:54:21.2;66,38;65,85;49,95;31,91;47,6;44,8;55,02;73,32;73,32;0;100;True
14:54:22.2;66,37;65,87;49,97;31,91;47,78;51,36;44,54;73,32;73,32;0;100;True
14:54:23.3;66,39;65,93;49,99;31,92;47,91;50,22;48,18;73,32;73,32;0;100;True
14:54:24.3;66,35;65,99;50;31,92;48,01;45,37;51,98;73,32;73,32;0;100;True
14:54:25.5;66,28;66,06;50,02;31,92;48,1;49,65;41,65;73,32;73,32;0;100;True
14:54:26.5;66,21;66,1;50,05;31,92;48,18;45,8;50,92;73,32;73,32;0;100;True
14:54:27.5;66,16;66,11;50,09;31,92;48,24;47,51;48,49;73,32;73,32;0;100;True
14:54:28.5;66,11;66,11;50,11;31,92;48,29;48,08;47,42;73,32;73,32;0;100;True
14:54:29.6;66,06;66,08;50,12;31,92;48,33;43,66;47,27;73,32;73,32;0;100;True
14:54:30.6;66,01;66;50,12;31,93;48,36;39,52;54,87;73,32;73,32;0;100;True
14:54:31.7;65,95;65,86;50,12;31,93;48,37;47,65;47,12;73,32;73,32;0;100;True
14:54:32.7;65,89;65,72;50,08;31,93;48,36;46,37;46,36;73,32;73,32;0;100;True
14:54:33.8;65,82;65,62;50,01;31,93;48,33;48,93;48,79;73,32;73,32;0;100;True
14:54:34.8;65,75;65,5;49,95;31,93;48,29;46,08;48,49;73,32;73,32;0;100;True
14:54:35.9;65,69;65,39;49,89;31,93;48,25;42,94;46,36;73,32;73,32;0;100;True
14:54:36.9;65,55;65,31;49,84;31,93;48,21;46,08;46,06;73,32;73,32;0;100;True
14:54:38.0;65,38;65,26;49,78;31,93;48,17;42,8;49,7;73,32;73,32;0;100;True
14:54:39.0;65,23;65,19;49,73;31,93;48,14;42,94;50,31;73,32;73,32;0;100;True
14:54:40.1;65,13;65,09;49,7;31,93;48,11;43,8;51,38;73,32;73,32;0;100;True
14:54:41.1;65,04;64,98;49,66;31,93;48,08;47,51;45,6;73,32;73,32;0;100;True
14:54:42.2;64,89;64,87;49,61;31,93;48,04;44,23;50,31;73,32;73,32;0;100;True
14:54:43.2;64,7;64,75;49,55;31,93;48;45,65;43,47;73,32;73,32;0;100;True
14:54:44.3;64,48;64,62;49,49;31,93;47,96;45,65;50,46;73,32;73,32;0;100;True
14:54:45.3;64,32;64,5;49,43;31,93;47,91;42,66;48,94;73,32;73,32;0;100;True
14:54:46.4;64,16;64,34;49,37;31,93;47,86;43,66;50,92;73,32;73,32;0;100;True
14:54:47.4;63,96;64,16;49,3;31,93;47,8;48,93;48,18;73,32;73,32;0;100;True
14:54:48.5;63,75;63,98;49,22;31,93;47,73;45,51;50,92;73,32;73,32;0;100;True
14:54:49.6;63,56;63,85;49,14;31,93;47,66;48,79;48,64;73,32;73,32;0;100;True
14:54:50.6;63,41;63,72;49,05;31,93;47,59;48,65;46,21;73,32;73,32;0;100;True
14:54:51.6;63,26;63,63;48,98;31,93;47,52;47,37;45,14;73,32;73,32;0;100;True
14:54:52.7;63,12;63,57;48,9;31,93;47,46;44,94;49,7;73,32;73,32;0;100;True
14:54:53.8;63;63,52;48,84;31,93;47,41;44,08;51,38;73,32;73,32;0;100;True
14:54:54.8;62,94;63,43;48,81;31,93;47,37;40,37;51,53;73,32;73,32;0;100;True
14:54:55.8;62,88;63,31;48,78;31,92;47,34;38,81;53,35;73,32;73,32;0;100;True
14:54:56.9;62,8;63,17;48,73;31,92;47,3;41,09;53,66;73,32;73,32;0;100;True
14:54:58.0;62,72;63,03;48,67;31,92;47,25;49,08;45,6;73,32;73,32;0;100;True
14:54:59.0;62,66;62,9;48,59;31,92;47,19;46,51;45,9;73,32;73,32;0;100;True
14:55:00.0;62,63;62,74;48,53;31,92;47,13;47,51;42,41;73,32;73,32;0;100;True
14:55:01.1;62,56;62,6;48,46;31,92;47,07;46,94;45,6;73,32;73,32;0;100;True
14:55:02.1;62,44;62,49;48,37;31,92;47;46,22;50,31;73,32;73,32;0;100;True
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
