11/04/2025;;;;;;;;;;;;
Hora;Temperatura do Tanque AQ;Temperatura de entrada AQ;Temperatura de saida AQ;Temperatura de entrada AF;Temperatura de saida AF;Vazao AQ;Vazao AF;Pressao AQ;Pressao AF;Aquecedor;Bomba AF;BombaAQ
15:41:15.0;67,57;60,1;54,53;31,66;32,91;38,95;47,58;73,32;73,32;0;100;True
15:41:16.0;67,57;62,2;49,14;31,66;34,7;47,65;47,42;73,32;73,32;0;100;True
15:41:17.0;67,58;63,86;47,87;31,66;37,53;46,79;47,42;73,32;73,32;0;100;True
15:41:18.0;67,6;65;48,29;31,66;40,21;37,95;50,62;73,32;73,32;0;100;True
15:41:19.0;67,61;65,78;48,88;31,66;42,39;48,79;44,84;73,32;73,32;0;100;True
15:41:20.0;67,64;66,27;49,39;31,66;44,06;45,51;46,21;73,32;73,32;0;100;True
15:41:21.0;67,66;66,56;49,76;31,67;45,33;45,23;46,66;73,32;73,32;0;100;True
15:41:22.0;67,63;66,64;50,04;31,67;46,28;43,66;45,9;73,32;73,32;0;100;True
15:41:23.0;67,46;66,61;50,19;31,67;46,96;39,23;49,4;73,32;73,32;0;100;True
15:41:24.0;67,15;66,49;50,25;31,67;47,42;44,94;45,75;73,32;73,32;0;100;True
15:41:25.0;66,75;66,27;50,25;31,67;47,74;43,23;41,8;73,32;73,32;0;100;True
15:41:26.0;66,39;66,06;50,2;31,67;47,93;40,66;47,73;73,32;73,32;0;100;True
15:41:27.0;66,14;65,91;50,09;31,67;48,01;48,65;43,78;73,32;73,32;0;100;True
15:41:28.0;65,93;65,84;49,98;31,67;48,04;47,79;42,1;73,32;73,32;0;100;True
15:41:29.0;65,77;65,79;49,88;31,67;48,06;46,08;43,62;73,32;73,32;0;100;True
15:41:30.0;65,65;65,77;49,83;31,67;48,08;48,08;42,41;73,32;73,32;0;100;True
15:41:31.0;65,56;65,75;49,79;31,67;48,09;43,8;49,86;73,32;73,32;0;100;True
15:41:32.0;65,47;65,71;49,77;31,67;48,11;42,94;49,55;73,32;73,32;0;100;True
15:41:33.0;65,37;65,64;49,75;31,67;48,12;48,22;46,06;73,32;73,32;0;100;True
15:41:34.0;65,3;65,56;49,74;31,67;48,13;42,66;50,92;73,32;73,32;0;100;True
15:41:35.0;65,21;65,43;49,7;31,67;48,12;42,09;48,79;73,32;73,32;0;100;True
15:41:36.0;65,13;65,27;49,66;31,67;48,11;34,81;52,44;73,32;73,32;0;100;True
15:41:37.1;65,05;65,12;49,6;31,67;48,07;35,38;50,62;73,32;73,32;0;100;True
15:41:38.1;65;64,98;49,52;31,67;48,02;37,81;52,29;73,32;73,32;0;100;True
15:41:39.0;64,94;64,87;49,44;31,68;47,96;36,52;52,14;73,32;73,32;0;100;True
15:41:40.0;64,85;64,75;49,36;31,68;47,91;36,09;51,22;73,32;73,32;0;100;True
15:41:41.0;64,75;64,69;49,3;31,68;47,86;38,38;48,49;73,32;73,32;0;100;True
15:41:42.0;64,65;64,61;49,24;31,68;47,82;41,52;47,12;73,32;73,32;0;100;True
15:41:43.0;64,56;64,51;49,19;31,68;47,78;40,37;51,83;73,32;73,32;0;100;True
15:41:44.1;64,44;64,39;49,15;31,68;47,75;35,67;49,1;73,32;73,32;0;100;True
15:41:45.1;64,29;64,24;49,11;31,68;47,71;37,24;50,31;73,32;73,32;0;100;True
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
