11/04/2025;;;;;;;;;;;;
Hora;Temperatura do Tanque AQ;Temperatura de entrada AQ;Temperatura de saida AQ;Temperatura de entrada AF;Temperatura de saida AF;Vazao AQ;Vazao AF;Pressao AQ;Pressao AF;Aquecedor;Bomba AF;BombaAQ
16:33:44.3;71,35;62,16;49,93;31,5;33,6;48,36;53,5;73,32;73,32;0;100;True
16:33:45.3;71,36;65,19;47,53;31,5;36,54;45,51;56,7;73,32;73,32;0;100;True
16:33:46.4;71,36;67,07;48,35;31,5;39,73;53,93;53,05;73,32;73,32;0;100;True
16:33:47.4;71,35;68,33;49,5;31,5;42,59;54,64;53,66;73,32;73,32;0;100;True
16:33:48.5;71,34;69,2;50,37;31,5;44,68;51,07;54,87;73,32;73,32;0;100;True
16:33:49.5;71,31;69,75;50,94;31,5;46,36;49,51;55,33;73,32;73,32;0;100;True
16:33:50.6;71,16;69,92;51,36;31,5;47,56;45,08;54,72;73,32;73,32;0;100;True
16:33:51.6;70,73;69,84;51,64;31,5;48,35;57,35;54,87;73,32;73,32;0;100;True
16:33:52.7;70,32;69,69;51,74;31,5;48,9;48,22;53,81;73,32;73,32;0;100;True
16:33:53.7;69,98;69,49;51,72;31,5;49,22;36,24;56,24;73,32;73,32;0;100;True
16:33:54.8;69,7;69,3;51,64;31,5;49,39;44,94;55,18;73,32;73,32;0;100;True
16:33:55.8;69,53;69,22;51,53;31,5;49,47;50,36;55,78;73,32;73,32;0;100;True
16:33:56.9;69,44;69,2;51,43;31,5;49,51;41,66;55,48;73,32;73,32;0;100;True
16:33:58.0;69,3;69,14;51,37;31,5;49,54;48,22;51,53;73,32;73,32;0;100;True
16:33:59.0;69,18;69,07;51,35;31,5;49,58;46,37;55,33;73,32;73,32;0;100;True
16:34:00.0;69,09;68,98;51,32;31,5;49,6;50,5;54,26;73,32;73,32;0;100;True
16:34:01.1;69;68,89;51,29;31,5;49,6;55,35;52,44;73,32;73,32;0;100;True
16:34:02.1;68,87;68,74;51,25;31,5;49,59;50,5;55,02;73,32;73,32;0;100;True
16:34:03.2;68,77;68,62;51,2;31,5;49,57;44,8;54,11;73,32;73,32;0;100;True
16:34:04.3;68,68;68,49;51,13;31,5;49,53;47,79;55,48;73,32;73,32;0;100;True
16:34:05.3;68,59;68,29;51,06;31,5;49,49;36,52;57,46;73,32;73,32;0;100;True
16:34:06.4;68,51;68,07;51;31,51;49,44;38,95;55,78;73,32;73,32;0;100;True
16:34:07.4;68,39;67,92;50,9;31,51;49,37;34,38;57,46;73,32;73,32;0;100;True
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
