25/04/2025;;;;;;;;;;;;
Hora;Temperatura do Tanque AQ;Temperatura de entrada AQ;Temperatura de saida AQ;Temperatura de entrada AF;Temperatura de saida AF;Vazao AQ;Vazao AF;Pressao AQ;Pressao AF;Aquecedor;Bomba AF;BombaAQ
14:58:21.4;66,5;57,79;51,57;26,67;27,22;36,81;48,94;41,09;72,64;0;100;True
14:58:22.4;66,62;59,58;52,03;26,67;27,91;36,81;48,94;42,58;72,64;0;100;True
14:58:23.4;66,75;61,02;53,51;26,67;28,73;38,38;49,1;39,73;72,64;0;100;True
14:58:24.4;66,86;62,15;55,03;26,67;29,48;37,95;49,86;39,96;72,64;0;100;True
14:58:25.4;66,9;62,97;56,48;26,67;30,14;42,94;50,16;40,91;72,64;0;100;True
14:58:26.4;66,9;63,64;57,63;26,67;30,69;38,66;49,1;40,61;72,64;0;100;True
14:58:27.4;66,97;64,14;58,61;26,67;31,15;37,95;48,94;41,79;72,64;0;100;True
14:58:28.4;67,05;64,57;59,31;26,67;31,49;39,66;48,64;41,57;72,64;0;100;True
14:58:29.4;67,14;65,04;59,87;26,67;31,75;38,95;49,55;40,61;72,64;0;100;True
14:58:30.4;67,29;65,5;60,34;26,67;31,96;37,95;50,46;40,68;72,64;0;100;True
14:58:31.4;67,49;65,92;60,75;26,67;32,13;38,23;49,4;41,14;72,64;0;100;True
14:58:32.4;67,72;66,26;61,15;26,67;32,27;36,81;47,73;40,59;72,64;0;100;True
14:58:33.4;67,91;66,61;61,51;26,67;32,39;39,38;49,25;41,75;72,64;0;100;True
14:58:34.4;68,06;66,94;61,85;26,67;32,51;38,66;49,25;40,89;72,64;0;100;True
14:58:35.4;68,2;67,17;62,19;26,67;32,61;36,67;51,38;41,2;72,64;0;100;True
14:58:36.4;68,27;67,36;62,5;26,67;32,69;37,09;49,7;38,69;72,64;0;100;True
14:58:37.4;68,22;67,49;62,75;26,67;32,77;39,38;50,01;40,36;72,64;0;100;True
14:58:38.4;68,16;67,58;62,95;26,67;32,84;39,38;48,49;40,03;72,64;0;100;True
14:58:39.4;68,06;67,65;63,12;26,67;32,9;44,8;51,68;41,18;72,64;0;100;True
14:58:40.5;67,93;67,67;63,26;26,67;32,94;39,66;52,44;41,32;72,64;0;100;True
14:58:41.5;67,81;67,63;63,36;26,67;32,98;40,37;52,29;41,2;72,64;0;100;True
14:58:42.6;67,71;67,56;63,43;26,67;33,02;41,37;50,92;39,39;72,64;0;100;True
14:58:43.6;67,65;67,48;63,45;26,67;33,04;39,8;52,29;39,57;72,64;0;100;True
14:58:44.7;67,6;67,41;63,44;26,67;33,05;41,37;52,14;41,04;72,64;0;100;True
14:58:45.7;67,55;67,35;63,42;26,67;33,05;40,66;52,14;41,59;72,64;0;100;True
14:58:46.9;67,51;67,3;63,37;26,67;33,06;39,95;51,83;40,62;72,64;0;100;True
14:58:47.9;67,52;67,24;63,33;26,67;33,06;41,94;50,62;40,64;72,64;0;100;True
14:58:48.9;67,54;67,2;63,31;26,67;33,06;39,8;53,05;40,78;72,64;0;100;True
14:58:49.9;67,52;67,17;63,28;26,67;33,06;40,95;51,98;39,37;72,64;0;100;True
14:58:51.0;67,48;67,13;63,26;26,67;33,06;41,09;52,14;41,07;72,64;0;100;True
14:58:52.0;67,47;67,08;63,25;26,67;33,05;39,52;53,35;40,91;72,64;0;100;True
14:58:53.1;67,44;67,04;63,23;26,67;33,06;39,52;55,18;41,14;72,64;0;100;True
14:58:54.1;67,38;67,01;63,21;26,67;33,06;40,52;52,29;40,39;72,64;0;100;True
14:58:55.2;67,34;66,96;63,18;26,67;33,06;42,23;51,83;40,09;72,64;0;100;True
14:58:56.2;67,31;66,89;63,17;26,67;33,06;40,09;51,68;39,55;72,64;0;100;True
14:58:57.3;67,28;66,82;63,14;26,67;33,06;42,09;50,62;40,3;72,64;0;100;True
14:58:58.3;67,22;66,74;63,1;26,67;33,06;40,66;51,68;40,39;72,64;0;100;True
14:58:59.4;67,15;66,66;63,06;26,66;33,05;40,66;53,35;40,57;72,64;0;100;True
14:59:00.4;67,14;66,58;63,02;26,66;33,05;42,09;50,62;40,39;72,64;0;100;True
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
