11/04/2025;;;;;;;;;;;;
Hora;Temperatura do Tanque AQ;Temperatura de entrada AQ;Temperatura de saida AQ;Temperatura de entrada AF;Temperatura de saida AF;Vazao AQ;Vazao AF;Pressao AQ;Pressao AF;Aquecedor;Bomba AF;BombaAQ
15:14:44.7;67,63;57,66;35,83;31,78;33,07;44,37;51,22;73,32;73,32;0;100;True
15:14:45.8;67,64;60,07;37,48;31,78;35,31;48,36;50,77;73,32;73,32;0;100;True
15:14:46.8;67,66;62,07;40,76;31,78;38,14;47,22;48,94;73,32;73,32;0;100;True
15:14:47.9;67,7;63,66;43,51;31,78;40,56;48,51;47,27;73,32;73,32;0;100;True
15:14:48.9;67,74;64,69;45,53;31,78;42,65;47,79;48,94;73,32;73,32;0;100;True
15:14:50.0;67,75;65,32;46,89;31,78;44,24;48,79;49,4;73,32;73,32;0;100;True
15:14:51.0;67,61;65,6;47,92;31,78;45,38;46,22;48,03;73,32;73,32;0;100;True
15:14:52.1;67,29;65,7;48,59;31,78;46,23;50,5;51,38;73,32;73,32;0;100;True
15:14:53.1;66,94;65,7;48,97;31,78;46,78;48,93;48,94;73,32;73,32;0;100;True
15:14:54.2;66,56;65,62;49,18;31,78;47,17;45,94;49,25;73,32;73,32;0;100;True
15:14:55.2;66,11;65,47;49,29;31,78;47,42;48,51;50,62;73,32;73,32;0;100;True
15:14:56.3;65,74;65,37;49,34;31,78;47,55;48,93;49,7;73,32;73,32;0;100;True
15:14:57.3;65,52;65,28;49,32;31,78;47,63;48,08;51,07;73,32;73,32;0;100;True
15:14:58.4;65,37;65,22;49,3;31,78;47,68;47,08;50,31;73,32;73,32;0;100;True
15:14:59.4;65,25;65,16;49,29;31,78;47,71;46,37;50,31;73,32;73,32;0;100;True
15:15:00.5;65,19;65,15;49,28;31,78;47,73;47,79;49,25;73,32;73,32;0;100;True
15:15:01.5;65,16;65,16;49,27;31,78;47,75;46,51;50,46;73,32;73,32;0;100;True
15:15:02.6;65,14;65,17;49,27;31,78;47,77;46,94;51,07;73,32;73,32;0;100;True
15:15:03.6;65,1;65,18;49,29;31,78;47,79;45,37;49,25;73,32;73,32;0;100;True
15:15:04.7;65,04;65,17;49,31;31,78;47,82;42,51;50,62;73,32;73,32;0;100;True
