25/04/2025;;;;;;;;;;;;
Hora;Temperatura do Tanque AQ;Temperatura de entrada AQ;Temperatura de saida AQ;Temperatura de entrada AF;Temperatura de saida AF;Vazao AQ;Vazao AF;Pressao AQ;Pressao AF;Aquecedor;Bomba AF;BombaAQ
15:25:14.1;67,54;58,77;56,04;26,51;27,06;36,09;44,38;40,37;72,64;0;100;True
15:25:15.1;67,54;60,78;53,5;26,51;27,53;34,53;44,38;40,46;72,64;0;100;True
15:25:16.1;67,55;62,21;54,5;26,51;28,36;33,81;46,51;40,3;72,64;0;100;True
15:25:17.2;67,53;63,38;56,04;26,51;29,24;35,95;45,75;40,05;72,64;0;100;True
15:25:18.2;67,51;64,24;57,52;26,51;30,02;34,38;46,82;39,59;72,64;0;100;True
15:25:19.2;67,46;64,88;58,65;26,51;30,67;34,95;47,58;40,89;72,64;0;100;True
15:25:20.2;67,26;65,29;59,59;26,51;31,17;35,81;46,06;40,18;72,64;0;100;True
15:25:21.1;66,92;65,5;60,26;26,51;31,56;36,09;47,12;40,43;72,64;0;100;True
15:25:22.2;66,64;65,51;60,8;26,51;31,86;35,38;45,6;40,05;72,64;0;100;True
15:25:23.2;66,46;65,46;61,13;26,51;32,09;33,81;46,66;39,23;72,64;0;100;True
15:25:24.2;66,37;65,43;61,3;26,51;32,27;35,1;45,6;40,57;72,64;0;100;True
15:25:25.2;66,3;65,45;61,36;26,51;32,39;34,67;46,51;39,12;72,64;0;100;True
15:25:26.1;66,28;65,51;61,37;26,51;32,46;34,1;45,14;41,47;72,64;0;100;True
15:25:27.2;66,27;65,59;61,4;26,51;32,52;35,1;45,6;40,95;72,64;0;100;True
15:25:28.2;66,28;65,67;61,45;26,51;32,56;35,1;46,82;40,1;72,64;0;100;True
15:25:29.2;66,29;65,74;61,52;26,51;32,6;35,81;46,51;37,44;72,64;0;100;True
15:25:30.2;66,28;65,77;61,6;26,51;32,64;34,53;47,58;39,82;72,64;0;100;True
15:25:31.2;66,25;65,79;61,68;26,51;32,67;35,81;46,97;39,5;72,64;0;100;True
15:25:32.2;66,21;65,79;61,75;26,51;32,7;36,81;49,25;38,78;72,64;0;100;True
15:25:33.3;66,14;65,76;61,79;26,51;32,72;37,24;48,03;39,48;72,64;0;100;True
15:25:34.3;66,09;65,72;61,82;26,51;32,74;36,24;47,27;40,91;72,64;0;100;True
15:25:35.4;66,07;65,66;61,83;26,51;32,76;37,95;49,7;40,93;72,64;0;100;True
15:25:36.4;66,08;65,6;61,83;26,51;32,77;37,09;46,36;38,89;72,64;0;100;True
15:25:37.5;66,05;65,54;61,81;26,51;32,77;35,52;46,06;40,61;72,64;0;100;True
15:25:38.5;65,95;65,47;61,79;26,51;32,78;36,38;46,51;40,25;72,64;0;100;True
15:25:39.6;65,84;65,4;61,75;26,51;32,78;37,09;48,49;39,42;72,64;0;100;True
15:25:40.6;65,76;65,34;61,71;26,51;32,78;36,24;48,94;41,36;72,64;0;100;True
15:25:41.7;65,67;65,29;61,66;26,51;32,78;36,38;48,18;40,61;72,64;0;100;True
15:25:42.7;65,61;65,24;61,62;26,51;32,78;35,67;45,6;40,61;72,64;0;100;True
15:25:43.7;65,55;65,18;61,59;26,52;32,77;34,67;45,6;40,62;72,64;0;100;True
15:25:44.7;65,43;65,12;61,56;26,52;32,77;36,09;43,17;40,03;72,64;0;100;True
15:25:45.7;65,35;65,07;61,53;26,52;32,77;35,67;46,66;39,71;72,64;0;100;True
15:25:46.7;65,27;65,01;61,5;26,52;32,77;35,1;46,82;39,19;72,64;0;100;True
